Problem,Points of services,m,k initial,k final,Objetive Value,CPU
prob2.txt,"[17, 7, 16]",20,2,3,104.77,0.44108929999999996
prob2.txt,"[7, 17, 16]",20,2,3,104.77,0.44838740000000005
prob2.txt,"[17, 7, 16]",20,2,3,104.77,0.44913269999999994
prob2.txt,"[7, 17, 16]",20,2,3,104.77,0.4581318
